k	a	set	resolving?
4	4	0000,0001,0002,0003,0010,0011,0012,0133	False
4	4	0000,0001,0002,0003,0010,0011,0012,0200	False
4	4	0000,0001,0002,0003,0010,0011,0012,0201	False
4	4	0000,0001,0002,0003,0010,0011,0012,0202	False
4	4	0000,0001,0002,0003,0010,0011,0012,0203	False
4	4	0000,0001,0002,0003,0010,0011,0012,0210	False
4	4	0000,0001,0002,0003,0010,0011,0012,0211	False
4	4	0000,0001,0002,0003,0010,0011,0012,0212	False
4	4	0000,0001,0002,0003,0010,0011,0012,0213	False
4	4	0000,0001,0002,0003,0010,0011,0012,0220	False
4	4	0000,0001,0002,0003,0010,0011,0012,0221	False
4	4	0000,0001,0002,0003,0010,0011,0012,0222	False
4	4	0000,0001,0002,0003,0010,0011,0012,0223	False
4	4	0000,0001,0002,0003,0010,0011,0012,0230	False
4	4	0000,0001,0002,0003,0010,0011,0012,0231	False
4	4	0000,0001,0002,0003,0010,0011,0012,0232	False
4	4	0000,0001,0002,0003,0010,0011,0012,0233	False
4	4	0000,0001,0002,0003,0010,0011,0012,0300	False
4	4	0000,0001,0002,0003,0010,0011,0012,0301	False
4	4	0000,0001,0002,0003,0010,0011,0012,0302	False
4	4	0000,0001,0002,0003,0010,0011,0012,0303	False
4	4	0000,0001,0002,0003,0010,0011,0012,0310	False
4	4	0000,0001,0002,0003,0010,0011,0012,0311	False
4	4	0000,0001,0002,0003,0010,0011,0012,0312	False
4	4	0000,0001,0002,0003,0010,0011,0012,0313	False
4	4	0000,0001,0002,0003,0010,0011,0012,0320	False
12	3	001100121001,201020121000,011222021001,000111111001,001120121001,011222121121,000110101001,000111120001,201120221201,000111112001,011222121001,000111120011,001100121002	True
12	3	001102112101,000022111102,001102110101,012112210121,012112210001,120100110201,012201120101,012201110101,012112210011,012202110101,012102110101,001102000101,001102112100	True
12	3	010010122210,202210222212,010012002110,000110122210,001120122210,010012021210,202210222220,202210120210,202210122200,001111112210,010100122210,001111112010,010010122211	True
12	3	101220011001,001022011212,000122001101,101220011121,010212011101,101220011101,101222210101,001001121101,001001111101,001222011101,101222011101,010212012101,101220011000	True
12	3	001000120002,001212111000,001212111102,000210101002,001011101012,221110201002,001000121002,001210001022,001210101002,001210001002,001000101002,010220102202,001000120001	True
12	3	012210000122,012210012220,012211010122,012112010122,000200210122,001010020022,012220010122,012210012122,012210110102,012211011122,012210012212,200210010122,012210000121	True
12	3	001221121201,001001120102,001002012201,000211120211,000211120201,001002012001,001200120201,001200220221,001200200201,012101120201,001221120201,210201120201,001221121200	True
12	3	000020002122,010021002000,111011200012,001222012022,000021002022,000001002222,000121002022,111011222022,000021102022,111011200022,000001001022,000001002022,000020002121	True
12	3	011201120220,011201122001,000202220000,121000120100,000202120000,000212120000,000202110000,001102121000,121002120000,121000120000,121000120010,121222000000,011201120222	True
12	3	001200001220,000021000222,001222010210,001222010220,001222012120,001222012220,001221200220,001200100220,001021000220,200011000220,001200020200,010121000020,001200001221	True
12	3	000200020112,001200000110,011222200112,200001000112,011220000112,011100000112,001210000112,011100102102,011222200122,011220000012,200001010212,011222201112,000200020111	True
12	3	001102200102,011001200100,111001220102,111000212202,011201100112,001102000102,000011200102,001121200102,111001200102,000011200122,001102201102,001102000002,001102200101	True
12	3	011211110100,000212210101,000211110120,001011110100,001001111100,011211122100,001011110110,211210010100,211210110100,011211122000,211121100200,011211120100,011211110102	True
12	3	012001011222,000211011200,000211011102,001221011002,012010012212,211211211202,012001010202,211212011202,211212001202,012001011202,211111021202,012010111202,012001011221	True
12	3	221211110210,000110010011,011210111210,000110110210,221200100210,221211120110,221211112210,001210210210,000112110210,011020110210,000110010200,000110110220,221211110212	True
12	3	011020210110,011021012112,011101212210,011011122110,000111202010,011020210120,011101212100,011020212110,011011112110,100112211110,011011212110,001211212110,011020210111	True
12	3	110101222202,001102020221,010001122202,000100222202,110121202202,000101212202,110121222202,001102020202,110211222202,110101222112,000100221202,001102222002,110101222200	True
12	3	001120022211,000100111112,011102011211,001200011211,001100011001,212010011211,000100111211,001100010211,011102011221,212011011211,000100101211,011102211211,001120022210	True
12	3	000121202201,000112101202,012002002001,012002002201,000112110201,001112102201,000122102201,000121102201,111210102121,000112102211,111112122201,111210102101,000121202200	True
12	3	011201011002,110110101200,011201011122,110000121102,000120101102,001102200102,011200101102,110100102102,110100102112,011201101102,110000101102,110100101102,011201011001	True
12	3	000101101021,001200020020,010002221121,122101222021,001111221021,010021221001,001201221021,000101211021,001201221011,000101121021,122101221021,010021221221,000101101022	True
12	3	001101111202,001101111210,001002020202,000121121202,012201121202,001101221002,001101111102,122101121202,122111102202,000120121202,001101121222,001002021202,001101111201	True
12	3	001021100122,011212221210,000011001122,001011101122,001021101122,102001102102,011212221222,102001111122,102000101122,000011101122,011212221122,000111101022,001021100121	True
12	3	010010101212,010000101221,112120001202,001202101002,112200101202,010010100202,001202111102,001202111202,000201102202,000200101202,112200221202,010000101202,010010101210	True
12	3	112000020211,000200011212,001000112211,112000011211,001000011201,012101001211,012020011211,001010211111,112000021011,001002011211,112000021211,112000011221,112000020210	True
12	3	010120101002,010121101110,001121001112,000112201112,100021121112,010120101012,001201110212,000112101122,001221101112,100021122112,100021101112,001201110112,010120101001	True
12	3	012111022011,101202022212,101021022211,012120020201,012120022211,012121022211,012120020211,012111022211,001021111211,101021222211,101202002211,000021022121,012111022010	True
12	3	000200020100,000022020102,000220020100,001121020100,010020020100,120010020100,001120210110,001121000200,001121000100,001121000120,000200122000,010020021100,000200020101	True
12	3	000001000122,010112000120,010110100022,212000020102,212200010122,001020001222,001020001122,001020000122,010100002122,212000000122,010100002112,212000200122,000001000121	True
12	3	011120001111,011120001102,001220111001,011221121201,001200221201,001200220221,001220111201,000210122201,001222121201,011120021201,001200121201,122020121201,011120001110	True
12	3	011212000020,000212110021,000100200020,000100000000,101212020120,000100001220,000112000010,000102000020,101212020020,101212002020,001021000020,000112000020,011212000022	True
12	3	001121022200,000221222211,011121022220,000221022010,001121021210,011121022210,222111122210,011100020210,222021022110,222021022210,011121012210,001122002210,001121022202	True
12	3	010222011101,010122011100,010102011121,010122010111,010102011101,001121012101,000020021001,210112211101,010222011201,001122001101,000020011101,001121111101,010222011102	True
12	3	012102100221,012112201220,121002221221,121002002021,000222201221,001102201121,012102100201,012100201221,121101201221,001102211211,001102201221,012102101221,012102100222	True
12	3	100110011200,001212011201,000212011000,012222011200,000201011200,100112011210,100112010220,100112010200,001212001200,000212011200,100112211200,001012122100,100110011202	True
12	3	010212022110,001222121121,000101202110,001222222010,000101222110,010222222110,121020222110,000101222100,121222212110,001222222110,000101220210,000102222110,010212022112	True
12	3	011200012210,001111002212,000020012210,000120011210,220120212110,000120112010,011200012220,220120212210,011220012200,000122012210,000020010210,000120022210,011200012211	True
12	3	001211121211,112200001212,001210201221,000220111201,001210201111,000020101211,112200101211,000220100211,112200002211,000220111211,001222101011,011120101211,001211121210	True
12	3	102221001012,102221101021,012220101112,000222102012,001011101012,102221121212,102121111012,012221201012,102101100012,102101100002,000222101012,102221121012,102221001010	True
12	3	201120212020,000020021022,001200021020,000020021120,000022021210,010020000000,010020001020,010020021020,010020000020,201021021020,000010021020,000020121020,201120212021	True
12	3	011010220001,202020120000,202021100001,011010120001,000002122021,202021120001,202020120101,011220021011,011020120001,011220021001,000002120001,001120110201,011010220002	True
12	3	000220102010,010020201021,010001001010,010000101010,220220101110,010001021010,010001101010,000220101000,010220110010,010020201010,010001021210,001112101010,000220102012	True
12	3	012002011001,000221021022,001221022021,001220021021,012002011121,012002010221,000211121021,001121021021,001121221021,001221001021,110221021021,001121021011,012002011000	True
12	3	222220200211,010010202012,222122120211,010010200201,001120201111,222122200211,222221200211,010010200211,222100210221,222100200211,000120000211,010010202211,222220200210	True
12	3	001011121011,012010110012,201020102011,000110021011,012010110111,012000121011,012212121211,001011221001,001011221011,001010121011,012010111021,201020121011,001011121010	True
12	3	210200022020,210210120022,011212021010,000111000020,011212020020,011212010000,001220020020,011210220220,011210020020,011212021020,210200022120,011010020020,210200022021	True
12	3	000210210121,000220110000,010020210021,000210212021,211022010021,000220211021,000210220021,211100210021,001020200021,001020200211,211101210021,000220110021,000210210122	True
12	3	010210202120,010211101221,001112102120,102000002120,001112102020,001112102010,010110102120,102010122120,010210102120,010110100100,000120102120,010110112120,010210202122	True
12	3	202121121110,012122122112,000221222110,000221202110,012121112110,001011022110,012122122010,012121112120,001021122110,001011122110,000100122100,001011020210,202121121111	True
12	3	000220200000,000221222101,000220222100,011200022100,000220122100,001220222200,011200022110,120112221100,000220202120,001220222100,011220222100,011020212100,000220200002	True
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000110	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000111	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000112	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000120	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000121	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000122	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000200	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000201	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000202	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000210	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000211	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000212	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000220	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000221	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000000222	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001000	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001001	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001002	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001010	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001011	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001012	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001020	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001021	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001022	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001100	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001101	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001102	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001110	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001111	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001112	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001120	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001121	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001122	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001200	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001201	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001202	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001210	False
12	3	000000000000,000000000001,000000000002,000000000010,000000000011,000000000012,000000000020,000000000021,000000000022,000000000100,000000000101,000000000102,000000001211	False
